datetime,flood_severity,affected_regions
09/02/2015,No flood,
10/02/2015,No flood,
11/02/2015,No flood,
12/02/2015,No flood,
13/02/2015,No flood,
14/02/2015,No flood,
15/02/2015,No flood,
16/02/2015,No flood,
17/02/2015,No flood,
18/02/2015,No flood,
19/02/2015,No flood,
20/02/2015,No flood,
21/02/2015,No flood,
22/02/2015,No flood,
23/02/2015,No flood,
24/02/2015,No flood,
25/02/2015,No flood,
26/02/2015,No flood,
27/02/2015,No flood,
28/02/2015,No flood,
01/03/2015,No flood,
02/03/2015,No flood,
03/03/2015,No flood,
04/03/2015,No flood,
05/03/2015,No flood,
06/03/2015,No flood,
07/03/2015,No flood,
08/03/2015,No flood,
09/03/2015,No flood,
10/03/2015,No flood,
11/03/2015,No flood,
12/03/2015,No flood,
13/03/2015,No flood,
14/03/2015,No flood,
15/03/2015,No flood,
16/03/2015,No flood,
17/03/2015,No flood,
18/03/2015,No flood,
19/03/2015,No flood,
20/03/2015,No flood,
21/03/2015,No flood,
22/03/2015,No flood,
23/03/2015,No flood,
24/03/2015,No flood,
25/03/2015,No flood,
26/03/2015,No flood,
27/03/2015,No flood,
28/03/2015,No flood,
29/03/2015,No flood,
30/03/2015,No flood,
31/03/2015,No flood,
01/04/2015,No flood,
02/04/2015,No flood,
03/04/2015,No flood,
04/04/2015,No flood,
05/04/2015,No flood,
06/04/2015,No flood,
07/04/2015,No flood,
08/04/2015,No flood,
09/04/2015,No flood,
10/04/2015,No flood,
11/04/2015,No flood,
12/04/2015,No flood,
13/04/2015,No flood,
14/04/2015,No flood,
15/04/2015,No flood,
16/04/2015,No flood,
17/04/2015,No flood,
18/04/2015,No flood,
19/04/2015,No flood,
20/04/2015,No flood,
21/04/2015,No flood,
22/04/2015,No flood,
23/04/2015,No flood,
24/04/2015,No flood,
25/04/2015,No flood,
26/04/2015,No flood,
27/04/2015,No flood,
28/04/2015,No flood,
29/04/2015,No flood,
30/04/2015,No flood,
01/05/2015,No flood,
02/05/2015,No flood,
03/05/2015,No flood,
04/05/2015,No flood,
05/05/2015,No flood,
06/05/2015,No flood,
07/05/2015,No flood,
08/05/2015,No flood,
09/05/2015,No flood,
10/05/2015,No flood,
11/05/2015,No flood,
12/05/2015,No flood,
13/05/2015,No flood,
14/05/2015,No flood,
15/05/2015,No flood,
16/05/2015,No flood,
17/05/2015,No flood,
18/05/2015,No flood,
19/05/2015,No flood,
20/05/2015,No flood,
21/05/2015,No flood,
22/05/2015,No flood,
23/05/2015,No flood,
24/05/2015,No flood,
25/05/2015,No flood,
26/05/2015,No flood,
27/05/2015,No flood,
28/05/2015,No flood,
29/05/2015,No flood,
30/05/2015,No flood,
31/05/2015,No flood,
01/06/2015,No flood,
02/06/2015,No flood,
03/06/2015,No flood,
04/06/2015,No flood,
05/06/2015,No flood,
06/06/2015,No flood,
07/06/2015,No flood,
08/06/2015,No flood,
09/06/2015,No flood,
10/06/2015,No flood,
11/06/2015,No flood,
12/06/2015,No flood,
13/06/2015,No flood,
14/06/2015,No flood,
15/06/2015,No flood,
16/06/2015,No flood,
17/06/2015,No flood,
18/06/2015,No flood,
19/06/2015,No flood,
20/06/2015,No flood,
21/06/2015,No flood,
22/06/2015,No flood,
23/06/2015,No flood,
24/06/2015,No flood,
25/06/2015,No flood,
26/06/2015,No flood,
27/06/2015,No flood,
28/06/2015,No flood,
29/06/2015,No flood,
30/06/2015,No flood,
01/07/2015,No flood,
02/07/2015,No flood,
03/07/2015,No flood,
04/07/2015,No flood,
05/07/2015,No flood,
06/07/2015,No flood,
07/07/2015,No flood,
08/07/2015,No flood,
09/07/2015,No flood,
10/07/2015,No flood,
11/07/2015,No flood,
12/07/2015,No flood,
13/07/2015,No flood,
14/07/2015,No flood,
15/07/2015,No flood,
16/07/2015,No flood,
17/07/2015,No flood,
18/07/2015,No flood,
19/07/2015,No flood,
20/07/2015,No flood,
21/07/2015,No flood,
22/07/2015,No flood,
23/07/2015,No flood,
24/07/2015,No flood,
25/07/2015,No flood,
26/07/2015,No flood,
27/07/2015,No flood,
28/07/2015,No flood,
29/07/2015,No flood,
30/07/2015,No flood,
31/07/2015,No flood,
01/08/2015,No flood,
02/08/2015,No flood,
03/08/2015,No flood,
04/08/2015,No flood,
05/08/2015,No flood,
06/08/2015,No flood,
07/08/2015,No flood,
08/08/2015,No flood,
09/08/2015,No flood,
10/08/2015,No flood,
11/08/2015,No flood,
12/08/2015,No flood,
13/08/2015,No flood,
14/08/2015,No flood,
15/08/2015,No flood,
16/08/2015,No flood,
17/08/2015,No flood,
18/08/2015,No flood,
19/08/2015,No flood,
20/08/2015,No flood,
21/08/2015,No flood,
22/08/2015,No flood,
23/08/2015,No flood,
24/08/2015,No flood,
25/08/2015,No flood,
26/08/2015,No flood,
27/08/2015,No flood,
28/08/2015,No flood,
29/08/2015,No flood,
30/08/2015,No flood,
31/08/2015,No flood,
01/09/2015,No flood,
02/09/2015,No flood,
03/09/2015,No flood,
04/09/2015,No flood,
05/09/2015,No flood,
06/09/2015,No flood,
07/09/2015,No flood,
08/09/2015,No flood,
09/09/2015,No flood,
10/09/2015,No flood,
11/09/2015,No flood,
12/09/2015,No flood,
13/09/2015,No flood,
14/09/2015,No flood,
15/09/2015,No flood,
16/09/2015,No flood,
17/09/2015,No flood,
18/09/2015,No flood,
19/09/2015,No flood,
20/09/2015,No flood,
21/09/2015,No flood,
22/09/2015,No flood,
23/09/2015,No flood,
24/09/2015,No flood,
25/09/2015,No flood,
26/09/2015,No flood,
27/09/2015,No flood,
28/09/2015,No flood,
29/09/2015,No flood,
30/09/2015,No flood,
01/10/2015,Moderate,"Kogi, Taraba"
02/10/2015,Moderate,"Kogi, Taraba"
03/10/2015,Moderate,"Kogi, Taraba"
04/10/2015,Moderate,"Kogi, Taraba"
05/10/2015,Moderate,"Kogi, Taraba"
06/10/2015,Moderate,"Kogi, Taraba"
07/10/2015,Moderate,"Kogi, Taraba"
08/10/2015,Moderate,"Kogi, Taraba"
09/10/2015,Moderate,"Kogi, Taraba"
10/10/2015,Moderate,"Kogi, Taraba"
11/10/2015,Moderate,"Kogi, Taraba"
12/10/2015,Moderate,"Kogi, Taraba"
13/10/2015,Moderate,"Kogi, Taraba"
14/10/2015,Moderate,"Kogi, Taraba"
15/10/2015,Moderate,"Kogi, Taraba"
16/10/2015,Moderate,"Kogi, Taraba"
17/10/2015,Moderate,"Kogi, Taraba"
18/10/2015,Moderate,"Kogi, Taraba"
19/10/2015,Moderate,"Kogi, Taraba"
20/10/2015,Moderate,"Kogi, Taraba"
21/10/2015,Moderate,"Kogi, Taraba"
22/10/2015,Moderate,"Kogi, Taraba"
23/10/2015,Moderate,"Kogi, Taraba"
24/10/2015,Moderate,"Kogi, Taraba"
25/10/2015,Moderate,"Kogi, Taraba"
26/10/2015,Moderate,"Kogi, Taraba"
27/10/2015,Moderate,"Kogi, Taraba"
28/10/2015,Moderate,"Kogi, Taraba"
29/10/2015,Moderate,"Kogi, Taraba"
30/10/2015,Moderate,"Kogi, Taraba"
31/10/2015,Moderate,"Kogi, Taraba"
01/11/2015,No flood,
02/11/2015,No flood,
03/11/2015,No flood,
04/11/2015,No flood,
05/11/2015,No flood,
06/11/2015,No flood,
07/11/2015,No flood,
08/11/2015,No flood,
09/11/2015,No flood,
10/11/2015,No flood,
11/11/2015,No flood,
12/11/2015,No flood,
13/11/2015,No flood,
14/11/2015,No flood,
15/11/2015,No flood,
16/11/2015,No flood,
17/11/2015,No flood,
18/11/2015,No flood,
19/11/2015,No flood,
20/11/2015,No flood,
21/11/2015,No flood,
22/11/2015,No flood,
23/11/2015,No flood,
24/11/2015,No flood,
25/11/2015,No flood,
26/11/2015,No flood,
27/11/2015,No flood,
28/11/2015,No flood,
29/11/2015,No flood,
30/11/2015,No flood,
01/12/2015,No flood,
02/12/2015,No flood,
03/12/2015,No flood,
04/12/2015,No flood,
05/12/2015,No flood,
06/12/2015,No flood,
07/12/2015,No flood,
08/12/2015,No flood,
09/12/2015,No flood,
10/12/2015,No flood,
11/12/2015,No flood,
12/12/2015,No flood,
13/12/2015,No flood,
14/12/2015,No flood,
15/12/2015,No flood,
16/12/2015,No flood,
17/12/2015,No flood,
18/12/2015,No flood,
19/12/2015,No flood,
20/12/2015,No flood,
21/12/2015,No flood,
22/12/2015,No flood,
23/12/2015,No flood,
24/12/2015,No flood,
25/12/2015,No flood,
26/12/2015,No flood,
27/12/2015,No flood,
28/12/2015,No flood,
29/12/2015,No flood,
30/12/2015,No flood,
31/12/2015,No flood,
01/01/2016,No flood,
02/01/2016,No flood,
03/01/2016,No flood,
04/01/2016,No flood,
05/01/2016,No flood,
06/01/2016,No flood,
07/01/2016,No flood,
08/01/2016,No flood,
09/01/2016,No flood,
10/01/2016,No flood,
11/01/2016,No flood,
12/01/2016,No flood,
13/01/2016,No flood,
14/01/2016,No flood,
15/01/2016,No flood,
16/01/2016,No flood,
17/01/2016,No flood,
18/01/2016,No flood,
19/01/2016,No flood,
20/01/2016,No flood,
21/01/2016,No flood,
22/01/2016,No flood,
23/01/2016,No flood,
24/01/2016,No flood,
25/01/2016,No flood,
26/01/2016,No flood,
27/01/2016,No flood,
28/01/2016,No flood,
29/01/2016,No flood,
30/01/2016,No flood,
31/01/2016,No flood,
01/02/2016,No flood,
02/02/2016,No flood,
03/02/2016,No flood,
04/02/2016,No flood,
05/02/2016,No flood,
06/02/2016,No flood,
07/02/2016,No flood,
08/02/2016,No flood,
09/02/2016,No flood,
10/02/2016,No flood,
11/02/2016,No flood,
12/02/2016,No flood,
13/02/2016,No flood,
14/02/2016,No flood,
15/02/2016,No flood,
16/02/2016,No flood,
17/02/2016,No flood,
18/02/2016,No flood,
19/02/2016,No flood,
20/02/2016,No flood,
21/02/2016,No flood,
22/02/2016,No flood,
23/02/2016,No flood,
24/02/2016,No flood,
25/02/2016,No flood,
26/02/2016,No flood,
27/02/2016,No flood,
28/02/2016,No flood,
29/02/2016,No flood,
01/03/2016,No flood,
02/03/2016,No flood,
03/03/2016,No flood,
04/03/2016,No flood,
05/03/2016,No flood,
06/03/2016,No flood,
07/03/2016,No flood,
08/03/2016,No flood,
09/03/2016,No flood,
10/03/2016,No flood,
11/03/2016,No flood,
12/03/2016,No flood,
13/03/2016,No flood,
14/03/2016,No flood,
15/03/2016,No flood,
16/03/2016,No flood,
17/03/2016,No flood,
18/03/2016,No flood,
19/03/2016,No flood,
20/03/2016,No flood,
21/03/2016,No flood,
22/03/2016,No flood,
23/03/2016,No flood,
24/03/2016,No flood,
25/03/2016,No flood,
26/03/2016,No flood,
27/03/2016,No flood,
28/03/2016,No flood,
29/03/2016,No flood,
30/03/2016,No flood,
31/03/2016,No flood,
01/04/2016,No flood,
02/04/2016,No flood,
03/04/2016,No flood,
04/04/2016,No flood,
05/04/2016,No flood,
06/04/2016,No flood,
07/04/2016,No flood,
08/04/2016,No flood,
09/04/2016,No flood,
10/04/2016,No flood,
11/04/2016,No flood,
12/04/2016,No flood,
13/04/2016,No flood,
14/04/2016,No flood,
15/04/2016,No flood,
16/04/2016,No flood,
17/04/2016,No flood,
18/04/2016,No flood,
19/04/2016,No flood,
20/04/2016,No flood,
21/04/2016,No flood,
22/04/2016,No flood,
23/04/2016,No flood,
24/04/2016,No flood,
25/04/2016,No flood,
26/04/2016,No flood,
27/04/2016,No flood,
28/04/2016,No flood,
29/04/2016,No flood,
30/04/2016,No flood,
01/05/2016,No flood,
02/05/2016,No flood,
03/05/2016,No flood,
04/05/2016,No flood,
05/05/2016,No flood,
06/05/2016,No flood,
07/05/2016,No flood,
08/05/2016,No flood,
09/05/2016,No flood,
10/05/2016,No flood,
11/05/2016,No flood,
12/05/2016,No flood,
13/05/2016,No flood,
14/05/2016,No flood,
15/05/2016,No flood,
16/05/2016,No flood,
17/05/2016,No flood,
18/05/2016,No flood,
19/05/2016,No flood,
20/05/2016,No flood,
21/05/2016,No flood,
22/05/2016,No flood,
23/05/2016,No flood,
24/05/2016,No flood,
25/05/2016,No flood,
26/05/2016,No flood,
27/05/2016,No flood,
28/05/2016,No flood,
29/05/2016,No flood,
30/05/2016,No flood,
31/05/2016,No flood,
01/06/2016,No flood,
02/06/2016,No flood,
03/06/2016,No flood,
04/06/2016,No flood,
05/06/2016,No flood,
06/06/2016,No flood,
07/06/2016,No flood,
08/06/2016,No flood,
09/06/2016,No flood,
10/06/2016,No flood,
11/06/2016,No flood,
12/06/2016,No flood,
13/06/2016,No flood,
14/06/2016,No flood,
15/06/2016,No flood,
16/06/2016,No flood,
17/06/2016,No flood,
18/06/2016,No flood,
19/06/2016,No flood,
20/06/2016,No flood,
21/06/2016,No flood,
22/06/2016,No flood,
23/06/2016,No flood,
24/06/2016,No flood,
25/06/2016,No flood,
26/06/2016,No flood,
27/06/2016,No flood,
28/06/2016,No flood,
29/06/2016,No flood,
30/06/2016,No flood,
01/07/2016,Severe,"Adamawa, Benue"
02/07/2016,Severe,"Adamawa, Benue"
03/07/2016,Severe,"Adamawa, Benue"
04/07/2016,Severe,"Adamawa, Benue"
05/07/2016,Severe,"Adamawa, Benue"
06/07/2016,Severe,"Adamawa, Benue"
07/07/2016,Severe,"Adamawa, Benue"
08/07/2016,Severe,"Adamawa, Benue"
09/07/2016,Severe,"Adamawa, Benue"
10/07/2016,Severe,"Adamawa, Benue"
11/07/2016,Severe,"Adamawa, Benue"
12/07/2016,Severe,"Adamawa, Benue"
13/07/2016,Severe,"Adamawa, Benue"
14/07/2016,Severe,"Adamawa, Benue"
15/07/2016,Severe,"Adamawa, Benue"
16/07/2016,Severe,"Adamawa, Benue"
17/07/2016,Severe,"Adamawa, Benue"
18/07/2016,Severe,"Adamawa, Benue"
19/07/2016,Severe,"Adamawa, Benue"
20/07/2016,Severe,"Adamawa, Benue"
21/07/2016,Severe,"Adamawa, Benue"
22/07/2016,Severe,"Adamawa, Benue"
23/07/2016,Severe,"Adamawa, Benue"
24/07/2016,Severe,"Adamawa, Benue"
25/07/2016,Severe,"Adamawa, Benue"
26/07/2016,Severe,"Adamawa, Benue"
27/07/2016,Severe,"Adamawa, Benue"
28/07/2016,Severe,"Adamawa, Benue"
29/07/2016,Severe,"Adamawa, Benue"
30/07/2016,Severe,"Adamawa, Benue"
31/07/2016,Severe,"Adamawa, Benue"
01/08/2016,No flood,
02/08/2016,No flood,
03/08/2016,No flood,
04/08/2016,No flood,
05/08/2016,No flood,
06/08/2016,No flood,
07/08/2016,No flood,
08/08/2016,No flood,
09/08/2016,No flood,
10/08/2016,No flood,
11/08/2016,No flood,
12/08/2016,No flood,
13/08/2016,No flood,
14/08/2016,No flood,
15/08/2016,No flood,
16/08/2016,No flood,
17/08/2016,No flood,
18/08/2016,No flood,
19/08/2016,No flood,
20/08/2016,No flood,
21/08/2016,No flood,
22/08/2016,No flood,
23/08/2016,No flood,
24/08/2016,No flood,
25/08/2016,No flood,
26/08/2016,No flood,
27/08/2016,No flood,
28/08/2016,No flood,
29/08/2016,No flood,
30/08/2016,No flood,
31/08/2016,No flood,
01/09/2016,No flood,
02/09/2016,No flood,
03/09/2016,No flood,
04/09/2016,No flood,
05/09/2016,No flood,
06/09/2016,No flood,
07/09/2016,No flood,
08/09/2016,No flood,
09/09/2016,No flood,
10/09/2016,No flood,
11/09/2016,No flood,
12/09/2016,No flood,
13/09/2016,No flood,
14/09/2016,No flood,
15/09/2016,No flood,
16/09/2016,No flood,
17/09/2016,No flood,
18/09/2016,No flood,
19/09/2016,No flood,
20/09/2016,No flood,
21/09/2016,No flood,
22/09/2016,No flood,
23/09/2016,No flood,
24/09/2016,No flood,
25/09/2016,No flood,
26/09/2016,No flood,
27/09/2016,No flood,
28/09/2016,No flood,
29/09/2016,No flood,
30/09/2016,No flood,
01/10/2016,No flood,
02/10/2016,No flood,
03/10/2016,No flood,
04/10/2016,No flood,
05/10/2016,No flood,
06/10/2016,No flood,
07/10/2016,No flood,
08/10/2016,No flood,
09/10/2016,No flood,
10/10/2016,No flood,
11/10/2016,No flood,
12/10/2016,No flood,
13/10/2016,No flood,
14/10/2016,No flood,
15/10/2016,No flood,
16/10/2016,No flood,
17/10/2016,No flood,
18/10/2016,No flood,
19/10/2016,No flood,
20/10/2016,No flood,
21/10/2016,No flood,
22/10/2016,No flood,
23/10/2016,No flood,
24/10/2016,No flood,
25/10/2016,No flood,
26/10/2016,No flood,
27/10/2016,No flood,
28/10/2016,No flood,
29/10/2016,No flood,
30/10/2016,No flood,
31/10/2016,No flood,
01/11/2016,No flood,
02/11/2016,No flood,
03/11/2016,No flood,
04/11/2016,No flood,
05/11/2016,No flood,
06/11/2016,No flood,
07/11/2016,No flood,
08/11/2016,No flood,
09/11/2016,No flood,
10/11/2016,No flood,
11/11/2016,No flood,
12/11/2016,No flood,
13/11/2016,No flood,
14/11/2016,No flood,
15/11/2016,No flood,
16/11/2016,No flood,
17/11/2016,No flood,
18/11/2016,No flood,
19/11/2016,No flood,
20/11/2016,No flood,
21/11/2016,No flood,
22/11/2016,No flood,
23/11/2016,No flood,
24/11/2016,No flood,
25/11/2016,No flood,
26/11/2016,No flood,
27/11/2016,No flood,
28/11/2016,No flood,
29/11/2016,No flood,
30/11/2016,No flood,
01/12/2016,No flood,
02/12/2016,No flood,
03/12/2016,No flood,
04/12/2016,No flood,
05/12/2016,No flood,
06/12/2016,No flood,
07/12/2016,No flood,
08/12/2016,No flood,
09/12/2016,No flood,
10/12/2016,No flood,
11/12/2016,No flood,
12/12/2016,No flood,
13/12/2016,No flood,
14/12/2016,No flood,
15/12/2016,No flood,
16/12/2016,No flood,
17/12/2016,No flood,
18/12/2016,No flood,
19/12/2016,No flood,
20/12/2016,No flood,
21/12/2016,No flood,
22/12/2016,No flood,
23/12/2016,No flood,
24/12/2016,No flood,
25/12/2016,No flood,
26/12/2016,No flood,
27/12/2016,No flood,
28/12/2016,No flood,
29/12/2016,No flood,
30/12/2016,No flood,
31/12/2016,No flood,
01/01/2017,No flood,
02/01/2017,No flood,
03/01/2017,No flood,
04/01/2017,No flood,
05/01/2017,No flood,
06/01/2017,No flood,
07/01/2017,No flood,
08/01/2017,No flood,
09/01/2017,No flood,
10/01/2017,No flood,
11/01/2017,No flood,
12/01/2017,No flood,
13/01/2017,No flood,
14/01/2017,No flood,
15/01/2017,No flood,
16/01/2017,No flood,
17/01/2017,No flood,
18/01/2017,No flood,
19/01/2017,No flood,
20/01/2017,No flood,
21/01/2017,No flood,
22/01/2017,No flood,
23/01/2017,No flood,
24/01/2017,No flood,
25/01/2017,No flood,
26/01/2017,No flood,
27/01/2017,No flood,
28/01/2017,No flood,
29/01/2017,No flood,
30/01/2017,No flood,
31/01/2017,No flood,
01/02/2017,No flood,
02/02/2017,No flood,
03/02/2017,No flood,
04/02/2017,No flood,
05/02/2017,No flood,
06/02/2017,No flood,
07/02/2017,No flood,
08/02/2017,No flood,
09/02/2017,No flood,
10/02/2017,No flood,
11/02/2017,No flood,
12/02/2017,No flood,
13/02/2017,No flood,
14/02/2017,No flood,
15/02/2017,No flood,
16/02/2017,No flood,
17/02/2017,No flood,
18/02/2017,No flood,
19/02/2017,No flood,
20/02/2017,No flood,
21/02/2017,No flood,
22/02/2017,No flood,
23/02/2017,No flood,
24/02/2017,No flood,
25/02/2017,No flood,
26/02/2017,No flood,
27/02/2017,No flood,
28/02/2017,No flood,
01/03/2017,No flood,
02/03/2017,No flood,
03/03/2017,No flood,
04/03/2017,No flood,
05/03/2017,No flood,
06/03/2017,No flood,
07/03/2017,No flood,
08/03/2017,No flood,
09/03/2017,No flood,
10/03/2017,No flood,
11/03/2017,No flood,
12/03/2017,No flood,
13/03/2017,No flood,
14/03/2017,No flood,
15/03/2017,No flood,
16/03/2017,No flood,
17/03/2017,No flood,
18/03/2017,No flood,
19/03/2017,No flood,
20/03/2017,No flood,
21/03/2017,No flood,
22/03/2017,No flood,
23/03/2017,No flood,
24/03/2017,No flood,
25/03/2017,No flood,
26/03/2017,No flood,
27/03/2017,No flood,
28/03/2017,No flood,
29/03/2017,No flood,
30/03/2017,No flood,
31/03/2017,No flood,
01/04/2017,No flood,
02/04/2017,No flood,
03/04/2017,No flood,
04/04/2017,No flood,
05/04/2017,No flood,
06/04/2017,No flood,
07/04/2017,No flood,
08/04/2017,No flood,
09/04/2017,No flood,
10/04/2017,No flood,
11/04/2017,No flood,
12/04/2017,No flood,
13/04/2017,No flood,
14/04/2017,No flood,
15/04/2017,No flood,
16/04/2017,No flood,
17/04/2017,No flood,
18/04/2017,No flood,
19/04/2017,No flood,
20/04/2017,No flood,
21/04/2017,No flood,
22/04/2017,No flood,
23/04/2017,No flood,
24/04/2017,No flood,
25/04/2017,No flood,
26/04/2017,No flood,
27/04/2017,No flood,
28/04/2017,No flood,
29/04/2017,No flood,
30/04/2017,No flood,
01/05/2017,No flood,
02/05/2017,No flood,
03/05/2017,No flood,
04/05/2017,No flood,
05/05/2017,No flood,
06/05/2017,No flood,
07/05/2017,No flood,
08/05/2017,No flood,
09/05/2017,No flood,
10/05/2017,No flood,
11/05/2017,No flood,
12/05/2017,No flood,
13/05/2017,No flood,
14/05/2017,No flood,
15/05/2017,No flood,
16/05/2017,No flood,
17/05/2017,No flood,
18/05/2017,No flood,
19/05/2017,No flood,
20/05/2017,No flood,
21/05/2017,No flood,
22/05/2017,No flood,
23/05/2017,No flood,
24/05/2017,No flood,
25/05/2017,No flood,
26/05/2017,No flood,
27/05/2017,No flood,
28/05/2017,No flood,
29/05/2017,No flood,
30/05/2017,No flood,
31/05/2017,No flood,
01/06/2017,No flood,
02/06/2017,No flood,
03/06/2017,No flood,
04/06/2017,No flood,
05/06/2017,No flood,
06/06/2017,No flood,
07/06/2017,No flood,
08/06/2017,No flood,
09/06/2017,No flood,
10/06/2017,No flood,
11/06/2017,No flood,
12/06/2017,No flood,
13/06/2017,No flood,
14/06/2017,No flood,
15/06/2017,No flood,
16/06/2017,No flood,
17/06/2017,No flood,
18/06/2017,No flood,
19/06/2017,No flood,
20/06/2017,No flood,
21/06/2017,No flood,
22/06/2017,No flood,
23/06/2017,No flood,
24/06/2017,No flood,
25/06/2017,No flood,
26/06/2017,No flood,
27/06/2017,No flood,
28/06/2017,No flood,
29/06/2017,No flood,
30/06/2017,No flood,
01/07/2017,No flood,
02/07/2017,No flood,
03/07/2017,No flood,
04/07/2017,No flood,
05/07/2017,No flood,
06/07/2017,No flood,
07/07/2017,No flood,
08/07/2017,No flood,
09/07/2017,No flood,
10/07/2017,No flood,
11/07/2017,No flood,
12/07/2017,No flood,
13/07/2017,No flood,
14/07/2017,No flood,
15/07/2017,No flood,
16/07/2017,No flood,
17/07/2017,No flood,
18/07/2017,No flood,
19/07/2017,No flood,
20/07/2017,No flood,
21/07/2017,No flood,
22/07/2017,No flood,
23/07/2017,No flood,
24/07/2017,No flood,
25/07/2017,No flood,
26/07/2017,No flood,
27/07/2017,No flood,
28/07/2017,No flood,
29/07/2017,No flood,
30/07/2017,No flood,
31/07/2017,No flood,
01/08/2017,Severe,"Kogi, Delta"
02/08/2017,Severe,"Kogi, Delta"
03/08/2017,Severe,"Kogi, Delta"
04/08/2017,Severe,"Kogi, Delta"
05/08/2017,Severe,"Kogi, Delta"
06/08/2017,Severe,"Kogi, Delta"
07/08/2017,Severe,"Kogi, Delta"
08/08/2017,Severe,"Kogi, Delta"
09/08/2017,Severe,"Kogi, Delta"
10/08/2017,Severe,"Kogi, Delta"
11/08/2017,Severe,"Kogi, Delta"
12/08/2017,Severe,"Kogi, Delta"
13/08/2017,Severe,"Kogi, Delta"
14/08/2017,Severe,"Kogi, Delta"
15/08/2017,Severe,"Kogi, Delta"
16/08/2017,Severe,"Kogi, Delta"
17/08/2017,Severe,"Kogi, Delta"
18/08/2017,Severe,"Kogi, Delta"
19/08/2017,Severe,"Kogi, Delta"
20/08/2017,Severe,"Kogi, Delta"
21/08/2017,Severe,"Kogi, Delta"
22/08/2017,Severe,"Kogi, Delta"
23/08/2017,Severe,"Kogi, Delta"
24/08/2017,Severe,"Kogi, Delta"
25/08/2017,Severe,"Kogi, Delta"
26/08/2017,Severe,"Kogi, Delta"
27/08/2017,Severe,"Kogi, Delta"
28/08/2017,Severe,"Kogi, Delta"
29/08/2017,Severe,"Kogi, Delta"
30/08/2017,Severe,"Kogi, Delta"
31/08/2017,Severe,"Kogi, Delta"
01/09/2017,No flood,
02/09/2017,No flood,
03/09/2017,No flood,
04/09/2017,No flood,
05/09/2017,No flood,
06/09/2017,No flood,
07/09/2017,No flood,
08/09/2017,No flood,
09/09/2017,No flood,
10/09/2017,No flood,
11/09/2017,No flood,
12/09/2017,No flood,
13/09/2017,No flood,
14/09/2017,No flood,
15/09/2017,No flood,
16/09/2017,No flood,
17/09/2017,No flood,
18/09/2017,No flood,
19/09/2017,No flood,
20/09/2017,No flood,
21/09/2017,No flood,
22/09/2017,No flood,
23/09/2017,No flood,
24/09/2017,No flood,
25/09/2017,No flood,
26/09/2017,No flood,
27/09/2017,No flood,
28/09/2017,No flood,
29/09/2017,No flood,
30/09/2017,No flood,
01/10/2017,No flood,
02/10/2017,No flood,
03/10/2017,No flood,
04/10/2017,No flood,
05/10/2017,No flood,
06/10/2017,No flood,
07/10/2017,No flood,
08/10/2017,No flood,
09/10/2017,No flood,
10/10/2017,No flood,
11/10/2017,No flood,
12/10/2017,No flood,
13/10/2017,No flood,
14/10/2017,No flood,
15/10/2017,No flood,
16/10/2017,No flood,
17/10/2017,No flood,
18/10/2017,No flood,
19/10/2017,No flood,
20/10/2017,No flood,
21/10/2017,No flood,
22/10/2017,No flood,
23/10/2017,No flood,
24/10/2017,No flood,
25/10/2017,No flood,
26/10/2017,No flood,
27/10/2017,No flood,
28/10/2017,No flood,
29/10/2017,No flood,
30/10/2017,No flood,
31/10/2017,No flood,
01/11/2017,No flood,
02/11/2017,No flood,
03/11/2017,No flood,
04/11/2017,No flood,
05/11/2017,No flood,
06/11/2017,No flood,
07/11/2017,No flood,
08/11/2017,No flood,
09/11/2017,No flood,
10/11/2017,No flood,
11/11/2017,No flood,
12/11/2017,No flood,
13/11/2017,No flood,
14/11/2017,No flood,
15/11/2017,No flood,
16/11/2017,No flood,
17/11/2017,No flood,
18/11/2017,No flood,
19/11/2017,No flood,
20/11/2017,No flood,
21/11/2017,No flood,
22/11/2017,No flood,
23/11/2017,No flood,
24/11/2017,No flood,
25/11/2017,No flood,
26/11/2017,No flood,
27/11/2017,No flood,
28/11/2017,No flood,
29/11/2017,No flood,
30/11/2017,No flood,
01/12/2017,No flood,
02/12/2017,No flood,
03/12/2017,No flood,
04/12/2017,No flood,
05/12/2017,No flood,
06/12/2017,No flood,
07/12/2017,No flood,
08/12/2017,No flood,
09/12/2017,No flood,
10/12/2017,No flood,
11/12/2017,No flood,
12/12/2017,No flood,
13/12/2017,No flood,
14/12/2017,No flood,
15/12/2017,No flood,
16/12/2017,No flood,
17/12/2017,No flood,
18/12/2017,No flood,
19/12/2017,No flood,
20/12/2017,No flood,
21/12/2017,No flood,
22/12/2017,No flood,
23/12/2017,No flood,
24/12/2017,No flood,
25/12/2017,No flood,
26/12/2017,No flood,
27/12/2017,No flood,
28/12/2017,No flood,
29/12/2017,No flood,
30/12/2017,No flood,
31/12/2017,No flood,
01/01/2018,No flood,
02/01/2018,No flood,
03/01/2018,No flood,
04/01/2018,No flood,
05/01/2018,No flood,
06/01/2018,No flood,
07/01/2018,No flood,
08/01/2018,No flood,
09/01/2018,No flood,
10/01/2018,No flood,
11/01/2018,No flood,
12/01/2018,No flood,
13/01/2018,No flood,
14/01/2018,No flood,
15/01/2018,No flood,
16/01/2018,No flood,
17/01/2018,No flood,
18/01/2018,No flood,
19/01/2018,No flood,
20/01/2018,No flood,
21/01/2018,No flood,
22/01/2018,No flood,
23/01/2018,No flood,
